| SaleDate            | Amount | Salesperson         |
| 2021-07-01 00:00:00 | 5033   | Madelene Upcott     |
| 2021-07-01 00:00:00 | 5068   | Madelene Upcott     |
| 2021-07-02 00:00:00 | 399    | Husein Augar        |
| 2021-07-02 00:00:00 | 1246   | Mallorie Waber      |
| 2021-07-02 00:00:00 | 3423   | Marney O'Breen      |
| 2021-07-02 00:00:00 | 2632   | Gunar Cockshoot     |
| 2021-07-02 00:00:00 | 5474   | Barr Faughny        |
| 2021-07-02 00:00:00 | 84     | Kelci Walkden       |
| 2021-07-02 00:00:00 | 4228   | Rafaelita Blaksland |
| 2021-07-02 00:00:00 | 5418   | Van Tuxwell         |
| 2021-07-02 00:00:00 | 2373   | Gunar Cockshoot     |
| 2021-07-02 00:00:00 | 8659   | Curtice Advani      |
| 2021-07-02 00:00:00 | 11361  | Andria Kimpton      |
| 2021-07-02 00:00:00 | 462    | Madelene Upcott     |
| 2021-07-02 00:00:00 | 3668   | Kaine Padly         |
| 2021-07-02 00:00:00 | 2534   | Karlen McCaffrey    |
| 2021-07-05 00:00:00 | 5838   | Wilone O'Kielt      |
| 2021-07-05 00:00:00 | 8036   | Beverie Moffet      |
| 2021-07-05 00:00:00 | 3311   | Oby Sorrel          |
| 2021-07-05 00:00:00 | 21     | Roddy Speechley     |
| 2021-07-05 00:00:00 | 6979   | Oby Sorrel          |
| 2021-07-05 00:00:00 | 7308   | Gunar Cockshoot     |
| 2021-07-05 00:00:00 | 14609  | Gunar Cockshoot     |
| 2021-07-06 00:00:00 | 7721   | Dennison Crosswaite |
| 2021-07-06 00:00:00 | 6944   | Beverie Moffet      |
| 2021-07-06 00:00:00 | 3738   | Camilla Castle      |
| 2021-07-06 00:00:00 | 13867  | Ches Bonnell        |
| 2021-07-06 00:00:00 | 6664   | Karlen McCaffrey    |
| 2021-07-06 00:00:00 | 4802   | Oby Sorrel          |
| 2021-07-06 00:00:00 | 11410  | Roddy Speechley     |
| 2021-07-06 00:00:00 | 308    | Curtice Advani      |
| 2021-07-07 00:00:00 | 2009   | Beverie Moffet      |
| 2021-07-07 00:00:00 | 2191   | Ches Bonnell        |
| 2021-07-07 00:00:00 | 5642   | Gunar Cockshoot     |
| 2021-07-07 00:00:00 | 511    | Karlen McCaffrey    |
| 2021-07-07 00:00:00 | 19754  | Roddy Speechley     |
| 2021-07-07 00:00:00 | 1547   | Dotty Strutley      |
| 2021-07-07 00:00:00 | 4991   | Beverie Moffet      |
| 2021-07-07 00:00:00 | 17647  | Dotty Strutley      |
| 2021-07-07 00:00:00 | 12593  | Roddy Speechley     |
| 2021-07-07 00:00:00 | 4368   | Jan Morforth        |
| 2021-07-07 00:00:00 | 8715   | Karlen McCaffrey    |
| 2021-07-07 00:00:00 | 1617   | Barr Faughny        |
| 2021-07-07 00:00:00 | 1085   | Brien Boise         |
| 2021-07-07 00:00:00 | 4256   | Dotty Strutley      |
| 2021-07-07 00:00:00 | 175    | Brien Boise         |
| 2021-07-07 00:00:00 | 10689  | Roddy Speechley     |
| 2021-07-07 00:00:00 | 7798   | Kaine Padly         |
| 2021-07-07 00:00:00 | 1036   | Van Tuxwell         |
| 2021-07-07 00:00:00 | 2107   | Ches Bonnell        |
| 2021-07-07 00:00:00 | 7098   | Beverie Moffet      |
| 2021-07-07 00:00:00 | 3073   | Andria Kimpton      |
| 2021-07-07 00:00:00 | 5145   | Curtice Advani      |
| 2021-07-07 00:00:00 | 4620   | Gigi Bohling        |
| 2021-07-08 00:00:00 | 6062   | Karlen McCaffrey    |
| 2021-07-08 00:00:00 | 7581   | Brien Boise         |
| 2021-07-08 00:00:00 | 2198   | Ches Bonnell        |
| 2021-07-08 00:00:00 | 1946   | Roddy Speechley     |
| 2021-07-08 00:00:00 | 2800   | Roddy Speechley     |
| 2021-07-08 00:00:00 | 7182   | Camilla Castle      |
| 2021-07-08 00:00:00 | 7301   | Jehu Rudeforth      |
| 2021-07-08 00:00:00 | 10108  | Oby Sorrel          |
| 2021-07-08 00:00:00 | 5369   | Rafaelita Blaksland |
| 2021-07-08 00:00:00 | 2667   | Madelene Upcott     |
| 2021-07-08 00:00:00 | 16779  | Wilone O'Kielt      |
| 2021-07-08 00:00:00 | 10521  | Jehu Rudeforth      |
| 2021-07-08 00:00:00 | 1113   | Mallorie Waber      |
| 2021-07-08 00:00:00 | 13188  | Mallorie Waber      |
| 2021-07-08 00:00:00 | 4760   | Kelci Walkden       |
| 2021-07-08 00:00:00 | 6461   | Dotty Strutley      |
| 2021-07-08 00:00:00 | 6454   | Jan Morforth        |
| 2021-07-08 00:00:00 | 1757   | Andria Kimpton      |
| 2021-07-08 00:00:00 | 2618   | Mallorie Waber      |
| 2021-07-09 00:00:00 | 10815  | Dotty Strutley      |
| 2021-07-09 00:00:00 | 12488  | Kaine Padly         |
| 2021-07-09 00:00:00 | 4536   | Jehu Rudeforth      |
| 2021-07-09 00:00:00 | 1645   | Barr Faughny        |
| 2021-07-12 00:00:00 | 1883   | Gunar Cockshoot     |
| 2021-07-12 00:00:00 | 7091   | Karlen McCaffrey    |
| 2021-07-12 00:00:00 | 7763   | Kaine Padly         |
| 2021-07-12 00:00:00 | 2534   | Barr Faughny        |
| 2021-07-12 00:00:00 | 91     | Kelci Walkden       |
| 2021-07-12 00:00:00 | 1813   | Marney O'Breen      |
| 2021-07-12 00:00:00 | 3430   | Andria Kimpton      |
| 2021-07-12 00:00:00 | 7063   | Husein Augar        |
| 2021-07-12 00:00:00 | 3780   | Rafaelita Blaksland |
| 2021-07-13 00:00:00 | 1456   | Kaine Padly         |
| 2021-07-13 00:00:00 | 7889   | Kaine Padly         |
| 2021-07-13 00:00:00 | 693    | Van Tuxwell         |
| 2021-07-13 00:00:00 | 9548   | Marney O'Breen      |
| 2021-07-13 00:00:00 | 4445   | Wilone O'Kielt      |
| 2021-07-13 00:00:00 | 1288   | Brien Boise         |
| 2021-07-13 00:00:00 | 6167   | Kelci Walkden       |
| 2021-07-13 00:00:00 | 6909   | Gigi Bohling        |
| 2021-07-13 00:00:00 | 2296   | Ches Bonnell        |
| 2021-07-14 00:00:00 | 406    | Gunar Cockshoot     |
| 2021-07-14 00:00:00 | 1904   | Wilone O'Kielt      |
| 2021-07-14 00:00:00 | 9443   | Dotty Strutley      |
| 2021-07-14 00:00:00 | 1232   | Dotty Strutley      |
| 2021-07-14 00:00:00 | 1519   | Gigi Bohling        |
| 2021-07-14 00:00:00 | 231    | Roddy Speechley     |
| 2021-07-15 00:00:00 | 4907   | Marney O'Breen      |
| 2021-07-15 00:00:00 | 5999   | Oby Sorrel          |
| 2021-07-15 00:00:00 | 2863   | Mallorie Waber      |
| 2021-07-15 00:00:00 | 3430   | Dennison Crosswaite |
| 2021-07-15 00:00:00 | 13405  | Jehu Rudeforth      |
| 2021-07-15 00:00:00 | 1981   | Jan Morforth        |
| 2021-07-15 00:00:00 | 9373   | Dotty Strutley      |
| 2021-07-15 00:00:00 | 12089  | Husein Augar        |
| 2021-07-15 00:00:00 | 2940   | Marney O'Breen      |
| 2021-07-15 00:00:00 | 2149   | Dotty Strutley      |
| 2021-07-15 00:00:00 | 7378   | Jan Morforth        |
| 2021-07-15 00:00:00 | 945    | Mallorie Waber      |
| 2021-07-15 00:00:00 | 1225   | Dotty Strutley      |
| 2021-07-15 00:00:00 | 8484   | Dennison Crosswaite |
| 2021-07-15 00:00:00 | 2009   | Brien Boise         |
| 2021-07-15 00:00:00 | 11473  | Jan Morforth        |
| 2021-07-15 00:00:00 | 945    | Kaine Padly         |
| 2021-07-15 00:00:00 | 973    | Beverie Moffet      |
| 2021-07-15 00:00:00 | 6517   | Andria Kimpton      |
| 2021-07-16 00:00:00 | 7798   | Husein Augar        |
| 2021-07-16 00:00:00 | 966    | Husein Augar        |
| 2021-07-16 00:00:00 | 917    | Wilone O'Kielt      |
| 2021-07-16 00:00:00 | 434    | Andria Kimpton      |
| 2021-07-16 00:00:00 | 9037   | Dotty Strutley      |
| 2021-07-16 00:00:00 | 364    | Jan Morforth        |
| 2021-07-16 00:00:00 | 7903   | Karlen McCaffrey    |
| 2021-07-16 00:00:00 | 8540   | Gigi Bohling        |
| 2021-07-16 00:00:00 | 4130   | Madelene Upcott     |
| 2021-07-16 00:00:00 | 2653   | Dennison Crosswaite |
| 2021-07-16 00:00:00 | 7133   | Jehu Rudeforth      |
| 2021-07-16 00:00:00 | 6678   | Andria Kimpton      |
| 2021-07-16 00:00:00 | 9884   | Husein Augar        |
| 2021-07-16 00:00:00 | 11417  | Madelene Upcott     |
| 2021-07-16 00:00:00 | 11039  | Andria Kimpton      |
| 2021-07-16 00:00:00 | 189    | Kaine Padly         |
| 2021-07-16 00:00:00 | 2835   | Madelene Upcott     |
| 2021-07-16 00:00:00 | 4214   | Karlen McCaffrey    |
| 2021-07-16 00:00:00 | 3031   | Husein Augar        |
| 2021-07-16 00:00:00 | 4851   | Camilla Castle      |
| 2021-07-16 00:00:00 | 4543   | Jan Morforth        |
| 2021-07-19 00:00:00 | 3108   | Husein Augar        |
| 2021-07-19 00:00:00 | 3563   | Dotty Strutley      |
| 2021-07-19 00:00:00 | 8981   | Roddy Speechley     |
| 2021-07-19 00:00:00 | 833    | Curtice Advani      |
| 2021-07-19 00:00:00 | 4165   | Mallorie Waber      |
| 2021-07-19 00:00:00 | 896    | Curtice Advani      |
| 2021-07-19 00:00:00 | 12943  | Curtice Advani      |
| 2021-07-19 00:00:00 | 3983   | Andria Kimpton      |
| 2021-07-20 00:00:00 | 4025   | Jan Morforth        |
| 2021-07-20 00:00:00 | 4809   | Dennison Crosswaite |
| 2021-07-20 00:00:00 | 6398   | Husein Augar        |
| 2021-07-20 00:00:00 | 2387   | Dotty Strutley      |
| 2021-07-20 00:00:00 | 5789   | Oby Sorrel          |
| 2021-07-20 00:00:00 | 6769   | Jehu Rudeforth      |
| 2021-07-20 00:00:00 | 3248   | Camilla Castle      |
| 2021-07-20 00:00:00 | 11473  | Kaine Padly         |
| 2021-07-20 00:00:00 | 819    | Dennison Crosswaite |
| 2021-07-20 00:00:00 | 6195   | Oby Sorrel          |
| 2021-07-20 00:00:00 | 2961   | Curtice Advani      |
| 2021-07-20 00:00:00 | 3360   | Karlen McCaffrey    |
| 2021-07-20 00:00:00 | 10059  | Husein Augar        |
| 2021-07-20 00:00:00 | 5257   | Andria Kimpton      |
| 2021-07-21 00:00:00 | 1596   | Van Tuxwell         |
| 2021-07-21 00:00:00 | 8316   | Karlen McCaffrey    |
| 2021-07-21 00:00:00 | 3283   | Dennison Crosswaite |
| 2021-07-21 00:00:00 | 6727   | Karlen McCaffrey    |
| 2021-07-21 00:00:00 | 1344   | Brien Boise         |
| 2021-07-21 00:00:00 | 4774   | Wilone O'Kielt      |
| 2021-07-21 00:00:00 | 399    | Karlen McCaffrey    |
| 2021-07-21 00:00:00 | 3024   | Jehu Rudeforth      |
| 2021-07-21 00:00:00 | 602    | Jan Morforth        |
| 2021-07-21 00:00:00 | 8673   | Kelci Walkden       |
| 2021-07-21 00:00:00 | 12404  | Marney O'Breen      |
| 2021-07-21 00:00:00 | 9541   | Gigi Bohling        |
| 2021-07-21 00:00:00 | 483    | Marney O'Breen      |
| 2021-07-21 00:00:00 | 2709   | Gigi Bohling        |
| 2021-07-21 00:00:00 | 10983  | Kaine Padly         |
| 2021-07-22 00:00:00 | 4326   | Mallorie Waber      |
| 2021-07-22 00:00:00 | 112    | Karlen McCaffrey    |
| 2021-07-22 00:00:00 | 5565   | Oby Sorrel          |
| 2021-07-22 00:00:00 | 9898   | Oby Sorrel          |
| 2021-07-22 00:00:00 | 476    | Beverie Moffet      |
| 2021-07-22 00:00:00 | 4599   | Roddy Speechley     |
| 2021-07-22 00:00:00 | 3031   | Wilone O'Kielt      |
| 2021-07-22 00:00:00 | 5208   | Dennison Crosswaite |
| 2021-07-22 00:00:00 | 5873   | Gigi Bohling        |
| 2021-07-22 00:00:00 | 16968  | Karlen McCaffrey    |
| 2021-07-22 00:00:00 | 12635  | Rafaelita Blaksland |
| 2021-07-22 00:00:00 | 567    | Jan Morforth        |
| 2021-07-22 00:00:00 | 8246   | Curtice Advani      |
| 2021-07-23 00:00:00 | 3101   | Rafaelita Blaksland |
| 2021-07-23 00:00:00 | 4326   | Jehu Rudeforth      |
| 2021-07-23 00:00:00 | 5376   | Dotty Strutley      |
| 2021-07-23 00:00:00 | 2240   | Curtice Advani      |
| 2021-07-23 00:00:00 | 784    | Van Tuxwell         |
| 2021-07-26 00:00:00 | 2240   | Barr Faughny        |
| 2021-07-26 00:00:00 | 6643   | Barr Faughny        |
| 2021-07-26 00:00:00 | 4459   | Gunar Cockshoot     |
| 2021-07-26 00:00:00 | 6713   | Dotty Strutley      |
| 2021-07-26 00:00:00 | 3108   | Husein Augar        |
| 2021-07-26 00:00:00 | 11116  | Brien Boise         |
| 2021-07-26 00:00:00 | 406    | Curtice Advani      |
| 2021-07-26 00:00:00 | 6055   | Rafaelita Blaksland |
| 2021-07-26 00:00:00 | 2968   | Mallorie Waber      |
| 2021-07-27 00:00:00 | 5369   | Roddy Speechley     |
| 2021-07-27 00:00:00 | 9268   | Ches Bonnell        |
| 2021-07-27 00:00:00 | 7735   | Curtice Advani      |
| 2021-07-27 00:00:00 | 8540   | Kaine Padly         |
| 2021-07-27 00:00:00 | 6265   | Rafaelita Blaksland |
| 2021-07-27 00:00:00 | 98     | Rafaelita Blaksland |
| 2021-07-27 00:00:00 | 7105   | Jehu Rudeforth      |
| 2021-07-27 00:00:00 | 10605  | Kaine Padly         |
| 2021-07-27 00:00:00 | 20384  | Madelene Upcott     |
| 2021-07-27 00:00:00 | 364    | Dotty Strutley      |
| 2021-07-27 00:00:00 | 6881   | Brien Boise         |
| 2021-07-27 00:00:00 | 483    | Marney O'Breen      |
| 2021-07-27 00:00:00 | 11284  | Dotty Strutley      |
| 2021-07-27 00:00:00 | 1449   | Mallorie Waber      |
| 2021-07-28 00:00:00 | 7273   | Gigi Bohling        |
| 2021-07-28 00:00:00 | 6916   | Brien Boise         |
| 2021-07-28 00:00:00 | 868    | Kelci Walkden       |
| 2021-07-28 00:00:00 | 952    | Barr Faughny        |
| 2021-07-28 00:00:00 | 3220   | Marney O'Breen      |
| 2021-07-28 00:00:00 | 3745   | Madelene Upcott     |
| 2021-07-29 00:00:00 | 10878  | Wilone O'Kielt      |
| 2021-07-29 00:00:00 | 2653   | Mallorie Waber      |
| 2021-07-29 00:00:00 | 1043   | Jan Morforth        |
| 2021-07-29 00:00:00 | 5257   | Camilla Castle      |
| 2021-07-29 00:00:00 | 9639   | Rafaelita Blaksland |
| 2021-07-29 00:00:00 | 12950  | Kelci Walkden       |
| 2021-07-29 00:00:00 | 2884   | Barr Faughny        |
| 2021-07-29 00:00:00 | 3024   | Gunar Cockshoot     |
| 2021-07-29 00:00:00 | 9394   | Gunar Cockshoot     |
| 2021-07-29 00:00:00 | 3878   | Kaine Padly         |
| 2021-07-29 00:00:00 | 9863   | Van Tuxwell         |
| 2021-07-29 00:00:00 | 3451   | Husein Augar        |
| 2021-07-29 00:00:00 | 8078   | Beverie Moffet      |
| 2021-07-29 00:00:00 | 3115   | Marney O'Breen      |
| 2021-07-29 00:00:00 | 1981   | Marney O'Breen      |
| 2021-07-29 00:00:00 | 8078   | Beverie Moffet      |
| 2021-07-29 00:00:00 | 8757   | Roddy Speechley     |
| 2021-07-29 00:00:00 | 4466   | Ches Bonnell        |
| 2021-07-30 00:00:00 | 896    | Wilone O'Kielt      |
| 2021-07-30 00:00:00 | 10045  | Kelci Walkden       |
| 2021-07-30 00:00:00 | 12845  | Curtice Advani      |
| 2021-07-30 00:00:00 | 8708   | Oby Sorrel          |
| 2021-07-30 00:00:00 | 476    | Dennison Crosswaite |
| 2021-07-30 00:00:00 | 2625   | Camilla Castle      |
| 2021-07-30 00:00:00 | 10969  | Van Tuxwell         |
| 2021-08-02 00:00:00 | 14763  | Barr Faughny        |
| 2021-08-02 00:00:00 | 13188  | Oby Sorrel          |
| 2021-08-02 00:00:00 | 6944   | Gigi Bohling        |
| 2021-08-02 00:00:00 | 8561   | Oby Sorrel          |
| 2021-08-02 00:00:00 | 4753   | Marney O'Breen      |
| 2021-08-02 00:00:00 | 10388  | Roddy Speechley     |
| 2021-08-02 00:00:00 | 8057   | Madelene Upcott     |
| 2021-08-02 00:00:00 | 7      | Barr Faughny        |
| 2021-08-02 00:00:00 | 1666   | Wilone O'Kielt      |
| 2021-08-02 00:00:00 | 3934   | Van Tuxwell         |
| 2021-08-02 00:00:00 | 11746  | Karlen McCaffrey    |
| 2021-08-02 00:00:00 | 10150  | Curtice Advani      |
| 2021-08-02 00:00:00 | 8204   | Mallorie Waber      |
| 2021-08-02 00:00:00 | 8015   | Barr Faughny        |
| 2021-08-02 00:00:00 | 2695   | Rafaelita Blaksland |
| 2021-08-02 00:00:00 | 4277   | Jehu Rudeforth      |
| 2021-08-02 00:00:00 | 1617   | Gigi Bohling        |
| 2021-08-02 00:00:00 | 6181   | Rafaelita Blaksland |
| 2021-08-03 00:00:00 | 5957   | Beverie Moffet      |
| 2021-08-03 00:00:00 | 4550   | Roddy Speechley     |
| 2021-08-03 00:00:00 | 7217   | Gigi Bohling        |
| 2021-08-03 00:00:00 | 4151   | Curtice Advani      |
| 2021-08-03 00:00:00 | 7910   | Brien Boise         |
| 2021-08-03 00:00:00 | 5446   | Kelci Walkden       |
| 2021-08-03 00:00:00 | 9443   | Roddy Speechley     |
| 2021-08-03 00:00:00 | 7945   | Jan Morforth        |
| 2021-08-03 00:00:00 | 6167   | Dotty Strutley      |
| 2021-08-04 00:00:00 | 12404  | Dennison Crosswaite |
| 2021-08-04 00:00:00 | 7168   | Dotty Strutley      |
| 2021-08-04 00:00:00 | 2779   | Marney O'Breen      |
| 2021-08-05 00:00:00 | 17843  | Karlen McCaffrey    |
| 2021-08-05 00:00:00 | 1491   | Andria Kimpton      |
| 2021-08-05 00:00:00 | 4907   | Van Tuxwell         |
| 2021-08-05 00:00:00 | 11452  | Oby Sorrel          |
| 2021-08-05 00:00:00 | 7301   | Rafaelita Blaksland |
| 2021-08-05 00:00:00 | 1708   | Curtice Advani      |
| 2021-08-05 00:00:00 | 6013   | Marney O'Breen      |
| 2021-08-05 00:00:00 | 3654   | Karlen McCaffrey    |
| 2021-08-05 00:00:00 | 13279  | Madelene Upcott     |
| 2021-08-05 00:00:00 | 8554   | Mallorie Waber      |
| 2021-08-05 00:00:00 | 8554   | Husein Augar        |
| 2021-08-05 00:00:00 | 14     | Roddy Speechley     |
| 2021-08-05 00:00:00 | 2156   | Beverie Moffet      |
| 2021-08-06 00:00:00 | 3605   | Jan Morforth        |
| 2021-08-06 00:00:00 | 3668   | Camilla Castle      |
| 2021-08-06 00:00:00 | 6909   | Curtice Advani      |
| 2021-08-06 00:00:00 | 7434   | Beverie Moffet      |
| 2021-08-06 00:00:00 | 2030   | Husein Augar        |
| 2021-08-06 00:00:00 | 12201  | Van Tuxwell         |
| 2021-08-06 00:00:00 | 5075   | Andria Kimpton      |
| 2021-08-06 00:00:00 | 9478   | Kelci Walkden       |
| 2021-08-06 00:00:00 | 4774   | Dotty Strutley      |
| 2021-08-06 00:00:00 | 7413   | Gunar Cockshoot     |
| 2021-08-06 00:00:00 | 5950   | Oby Sorrel          |
| 2021-08-06 00:00:00 | 4592   | Barr Faughny        |
| 2021-08-06 00:00:00 | 42     | Rafaelita Blaksland |
| 2021-08-06 00:00:00 | 1148   | Kaine Padly         |
| 2021-08-09 00:00:00 | 3122   | Curtice Advani      |
| 2021-08-09 00:00:00 | 6510   | Jehu Rudeforth      |
| 2021-08-09 00:00:00 | 1421   | Rafaelita Blaksland |
| 2021-08-09 00:00:00 | 273    | Rafaelita Blaksland |
| 2021-08-09 00:00:00 | 15400  | Curtice Advani      |
| 2021-08-09 00:00:00 | 11193  | Kaine Padly         |
| 2021-08-09 00:00:00 | 15813  | Curtice Advani      |
| 2021-08-09 00:00:00 | 4375   | Dennison Crosswaite |
| 2021-08-09 00:00:00 | 11683  | Dotty Strutley      |
| 2021-08-09 00:00:00 | 9009   | Van Tuxwell         |
| 2021-08-09 00:00:00 | 7112   | Rafaelita Blaksland |
| 2021-08-09 00:00:00 | 882    | Marney O'Breen      |
| 2021-08-09 00:00:00 | 5152   | Oby Sorrel          |
| 2021-08-09 00:00:00 | 2947   | Ches Bonnell        |
| 2021-08-09 00:00:00 | 2905   | Kaine Padly         |
| 2021-08-09 00:00:00 | 2548   | Brien Boise         |
| 2021-08-09 00:00:00 | 3437   | Jehu Rudeforth      |
| 2021-08-09 00:00:00 | 5740   | Dennison Crosswaite |
| 2021-08-09 00:00:00 | 2842   | Gigi Bohling        |
| 2021-08-09 00:00:00 | 9863   | Barr Faughny        |
| 2021-08-09 00:00:00 | 2772   | Andria Kimpton      |
| 2021-08-09 00:00:00 | 7833   | Brien Boise         |
| 2021-08-10 00:00:00 | 10248  | Curtice Advani      |
| 2021-08-10 00:00:00 | 5677   | Andria Kimpton      |
| 2021-08-10 00:00:00 | 8596   | Rafaelita Blaksland |
| 2021-08-10 00:00:00 | 6657   | Wilone O'Kielt      |
| 2021-08-10 00:00:00 | 8134   | Gigi Bohling        |
| 2021-08-10 00:00:00 | 3122   | Jan Morforth        |
| 2021-08-10 00:00:00 | 875    | Marney O'Breen      |
| 2021-08-10 00:00:00 | 3199   | Dotty Strutley      |
| 2021-08-10 00:00:00 | 5600   | Oby Sorrel          |
| 2021-08-10 00:00:00 | 2646   | Van Tuxwell         |
| 2021-08-10 00:00:00 | 16940  | Dennison Crosswaite |
| 2021-08-10 00:00:00 | 9191   | Roddy Speechley     |
| 2021-08-10 00:00:00 | 9562   | Gunar Cockshoot     |
| 2021-08-10 00:00:00 | 567    | Curtice Advani      |
| 2021-08-10 00:00:00 | 5173   | Mallorie Waber      |
| 2021-08-10 00:00:00 | 4781   | Kaine Padly         |
| 2021-08-10 00:00:00 | 6111   | Gunar Cockshoot     |
| 2021-08-10 00:00:00 | 2373   | Dennison Crosswaite |
| 2021-08-10 00:00:00 | 17892  | Beverie Moffet      |
| 2021-08-10 00:00:00 | 1729   | Gigi Bohling        |
| 2021-08-10 00:00:00 | 4508   | Beverie Moffet      |
| 2021-08-11 00:00:00 | 11641  | Dotty Strutley      |
| 2021-08-11 00:00:00 | 3647   | Camilla Castle      |
| 2021-08-11 00:00:00 | 5670   | Gigi Bohling        |
| 2021-08-11 00:00:00 | 1036   | Van Tuxwell         |
| 2021-08-11 00:00:00 | 11067  | Jehu Rudeforth      |
| 2021-08-11 00:00:00 | 3010   | Karlen McCaffrey    |
| 2021-08-11 00:00:00 | 4753   | Wilone O'Kielt      |
| 2021-08-11 00:00:00 | 11690  | Dennison Crosswaite |
| 2021-08-11 00:00:00 | 1428   | Husein Augar        |
| 2021-08-11 00:00:00 | 5467   | Madelene Upcott     |
| 2021-08-11 00:00:00 | 11018  | Barr Faughny        |
| 2021-08-11 00:00:00 | 10171  | Marney O'Breen      |
| 2021-08-11 00:00:00 | 4935   | Camilla Castle      |
| 2021-08-11 00:00:00 | 2499   | Mallorie Waber      |
| 2021-08-11 00:00:00 | 2492   | Jehu Rudeforth      |
| 2021-08-11 00:00:00 | 17549  | Karlen McCaffrey    |
| 2021-08-11 00:00:00 | 6636   | Van Tuxwell         |
| 2021-08-11 00:00:00 | 8904   | Van Tuxwell         |
| 2021-08-11 00:00:00 | 16702  | Oby Sorrel          |
| 2021-08-11 00:00:00 | 1701   | Gigi Bohling        |
| 2021-08-11 00:00:00 | 10269  | Ches Bonnell        |
| 2021-08-11 00:00:00 | 4410   | Jehu Rudeforth      |
| 2021-08-12 00:00:00 | 1610   | Kaine Padly         |
| 2021-08-12 00:00:00 | 14399  | Marney O'Breen      |
| 2021-08-12 00:00:00 | 1169   | Husein Augar        |
| 2021-08-12 00:00:00 | 13867  | Kaine Padly         |
| 2021-08-12 00:00:00 | 2261   | Brien Boise         |
| 2021-08-12 00:00:00 | 2394   | Mallorie Waber      |
| 2021-08-12 00:00:00 | 5243   | Van Tuxwell         |
| 2021-08-12 00:00:00 | 4501   | Beverie Moffet      |
| 2021-08-13 00:00:00 | 2513   | Karlen McCaffrey    |
| 2021-08-13 00:00:00 | 2828   | Karlen McCaffrey    |
| 2021-08-13 00:00:00 | 13944  | Kaine Padly         |
| 2021-08-13 00:00:00 | 3136   | Jan Morforth        |
| 2021-08-13 00:00:00 | 6587   | Curtice Advani      |
| 2021-08-13 00:00:00 | 2254   | Kelci Walkden       |
| 2021-08-13 00:00:00 | 6356   | Andria Kimpton      |
| 2021-08-13 00:00:00 | 2688   | Gunar Cockshoot     |
| 2021-08-13 00:00:00 | 5719   | Roddy Speechley     |
| 2021-08-13 00:00:00 | 238    | Kelci Walkden       |
| 2021-08-13 00:00:00 | 3486   | Jan Morforth        |
| 2021-08-13 00:00:00 | 4228   | Beverie Moffet      |
| 2021-08-16 00:00:00 | 12054  | Karlen McCaffrey    |
| 2021-08-16 00:00:00 | 777    | Van Tuxwell         |
| 2021-08-16 00:00:00 | 1281   | Husein Augar        |
| 2021-08-16 00:00:00 | 15043  | Beverie Moffet      |
| 2021-08-16 00:00:00 | 7959   | Ches Bonnell        |
| 2021-08-16 00:00:00 | 651    | Oby Sorrel          |
| 2021-08-16 00:00:00 | 14280  | Ches Bonnell        |
| 2021-08-16 00:00:00 | 672    | Ches Bonnell        |
| 2021-08-16 00:00:00 | 420    | Dennison Crosswaite |
| 2021-08-16 00:00:00 | 9527   | Jehu Rudeforth      |
| 2021-08-16 00:00:00 | 3262   | Husein Augar        |
| 2021-08-16 00:00:00 | 5201   | Kaine Padly         |
| 2021-08-16 00:00:00 | 9905   | Andria Kimpton      |
| 2021-08-16 00:00:00 | 2457   | Jehu Rudeforth      |
| 2021-08-16 00:00:00 | 8890   | Ches Bonnell        |
| 2021-08-17 00:00:00 | 1960   | Kelci Walkden       |
| 2021-08-17 00:00:00 | 4487   | Rafaelita Blaksland |
| 2021-08-17 00:00:00 | 2240   | Karlen McCaffrey    |
| 2021-08-17 00:00:00 | 308    | Mallorie Waber      |
| 2021-08-17 00:00:00 | 1568   | Wilone O'Kielt      |
| 2021-08-18 00:00:00 | 6510   | Dotty Strutley      |
| 2021-08-18 00:00:00 | 5992   | Beverie Moffet      |
| 2021-08-18 00:00:00 | 609    | Karlen McCaffrey    |
| 2021-08-18 00:00:00 | 8141   | Madelene Upcott     |
| 2021-08-18 00:00:00 | 12908  | Dennison Crosswaite |
| 2021-08-18 00:00:00 | 266    | Dotty Strutley      |
| 2021-08-18 00:00:00 | 14672  | Dotty Strutley      |
| 2021-08-18 00:00:00 | 8540   | Andria Kimpton      |
| 2021-08-18 00:00:00 | 546    | Jehu Rudeforth      |
| 2021-08-18 00:00:00 | 1631   | Roddy Speechley     |
| 2021-08-18 00:00:00 | 203    | Andria Kimpton      |
| 2021-08-18 00:00:00 | 3451   | Camilla Castle      |
| 2021-08-18 00:00:00 | 9303   | Marney O'Breen      |
| 2021-08-18 00:00:00 | 5565   | Dotty Strutley      |
| 2021-08-18 00:00:00 | 6083   | Madelene Upcott     |
| 2021-08-18 00:00:00 | 3808   | Andria Kimpton      |
| 2021-08-18 00:00:00 | 4634   | Camilla Castle      |
| 2021-08-18 00:00:00 | 1085   | Gigi Bohling        |
| 2021-08-19 00:00:00 | 9506   | Madelene Upcott     |
| 2021-08-19 00:00:00 | 6468   | Ches Bonnell        |
| 2021-08-19 00:00:00 | 10766  | Ches Bonnell        |
| 2021-08-19 00:00:00 | 2359   | Husein Augar        |
| 2021-08-19 00:00:00 | 273    | Van Tuxwell         |
| 2021-08-19 00:00:00 | 7217   | Camilla Castle      |
| 2021-08-19 00:00:00 | 8386   | Kaine Padly         |
